original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,postcode,county_code,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1335,Round Lake,United States,42.353355,-88.0934145,"Round Lake, IL, United States of America",,,,,,,Round Lake,Lake County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1336,Torbat-e Heydarieh,Iran,35.2740853,59.2194494,"بخش مرکزی شهرستان تربت حیدریه, Torbat-e Heydarieh, Razavi Khorasan, Iran",,,,,بخش مرکزی شهرستان تربت حیدریه,,Torbat-e Heydarieh,Torbat-e-Heydarieh County,Razavi Khorasan,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1337,St Peters,United States,38.791612,-90.5958468,"Saint Peters, MO 63376, United States of America",,,63376,,,,Saint Peters,Saint Charles County,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1338,St Louis,United States,38.6280278,-90.1910154,"St. Louis, MO, United States of America",,,,,,,St. Louis,,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1339,"Koh Tao, Suratthani",Thailand,10.07449,99.828056,"Koh Tao, Minor islands of Thailand, Thailand",,,,,,,Koh Tao,,Minor islands of Thailand,,Thailand,th,0.6666666666666667,0.6666666666666667,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1340,Merseburg,Germany,51.3564413,11.996148,"06217 Merseburg, Germany",,,06217,,,,Merseburg,Saalekreis,Saxony-Anhalt,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1341,Abidjan,Cote d'Ivoire,5.320357,-4.016107,"Abidjan, AB, Côte d'Ivoire",Abidjan,,,,,,Abidjan,,Abidjan,AB,Côte d'Ivoire,ci,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1342,Plymouth,United Kingdom,50.3714122,-4.1424451,"Plymouth, ENG, United Kingdom",,,,,,,Plymouth,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1343,McLean,United States,38.9342888,-77.1776327,"McLean, VA, United States of America",McLean,,,,,,McLean,Fairfax County,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1344,Limours,France,48.6455882,2.075826,"91470 Limours, France",,,91470,,,,Limours,Essonne,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1345,Principality of Monaco,Monaco,43.7311424,7.4197576,Monaco,,,,,,,Monaco,,,,Monaco,mc,0.33333333333333337,0.33333333333333337,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1346,Karaj,Iran,35.8224892,50.9904681,"Karaj Central District, Karaj, Alborz Province, Iran",,,,,Karaj Central District,,Karaj,,Alborz Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1347,Osnabruck,Germany,52.2719595,8.047635,"Osnabrück, Lower Saxony, Germany",,,,,,,Osnabrück,,Lower Saxony,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1348,Parma,Italy,44.8013678,10.3280833,"Parma, EMI, Italy",,,,PR,,,Parma,Parma,Emilia-Romagna,EMI,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1349,Nakornpathom,Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1350,Rourkela,India,22.2309255,84.8678705,"Rourkela - 769002, OR, India",Rourkela,,769002,,,,Rourkela,Raurkela (M),Odisha,OR,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1351,Chittagong,Bangladesh,22.333778,91.8344348,"Chattogram - 4000, Bangladesh",Chattogram,,4000,,,,Chattogram,Chattogram District,Chattogram Division,,Bangladesh,bd,0.2777777777777778,0.2777777777777778,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1352,Bothell,United States,47.7623204,-122.2054035,"Bothell, WA, United States of America",,,,,,,Bothell,King County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1353,Golden,United States,39.7546349,-105.22058,"Golden, CO, United States of America",,,,,,,Golden,Jefferson County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1354,Nakhonrachasima,Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1355,Khan Kaen,Thailand,13.10652,101.14465,"Khao Khan Song, Chonburi, Thailand",,,,,,,Khao Khan Song,Si Racha,Chonburi,,Thailand,th,0.375,0.375,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
1356,"Bangrak, Bangkok",Thailand,13.7132743,100.5149661,"The Station Condo Sathorn-Bangrak Rd, Sathon District, Bangkok 10120, Thailand",The Station Condo Sathorn-Bangrak Rd,The Station Condo Sathorn-Bangrak Rd,10120,,,Sathon District,Bangkok,,Bangkok,,Thailand,th,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1357,Limerick,Ireland,52.661252,-8.6301239,"Limerick, M, Ireland",,,,LK,,,Limerick,County Limerick,Munster,M,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1358,Corte,France,42.3052904,9.1511935,"20250 Corte, France",,,20250,,,,Corte,Haute-Corse,Corsica,COR,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1359,Girona,Spain,41.9793006,2.8199439,"Girona, Catalonia, Spain",,,,GI,,,Girona,Gironès,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1360,Bogor,Indonesia,-6.5962986,106.7972421,"Bogor, West Java, Indonesia",,,,,,,Bogor,,West Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1361,Ubon Ratchathani Province,Thailand,15.33187,104.7052,"Ubon Ratchathani, Thailand",,,,,,,Ubon Ratchathani,Ubon Ratchathani,Ubon Ratchathani,,Thailand,th,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1362,Abuja,Nigeria,9.0643305,7.4892974,"Abuja 223140, Federal Capital Territory, Nigeria",Abuja,,223140,,,,Abuja,Municipal Area Council,Federal Capital Territory,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1363,Zaria,Nigeria,11.1134917,7.7188449,"Zaria, Kaduna State, Nigeria",Zaria,,,,,,Zaria,Sabon Gari,Kaduna State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1364,Malabar,Australia,-33.9629779,151.2480171,"Malabar, Sydney, NSW, Australia",,,2036,,,Malabar,Sydney,,New South Wales,NSW,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1365,Prasat,Thailand,15.0984852,103.1943847,"Prasat, Buri Ram Province, Thailand",Prasat,,,,,,Prasat,,Buri Ram Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1366,Boumerdes,Algeria,36.7590403,3.473102,"Boumerdès, Boumerdes, Algeria",,,,,,,Boumerdès,Boumerdes District,Boumerdes,,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1367,Darmstadt,Germany,49.8851869,8.6736295,"Darmstadt, Hesse, Germany",,,,,,,Darmstadt,,Hesse,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1368,Neuilly-sur-Seine,France,48.884683,2.2695658,"92200 Neuilly-sur-Seine, France",,,92200,,,,Neuilly-sur-Seine,Hauts-de-Seine,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1369,Salzburg,Austria,47.7981346,13.0464806,"5020 Salzburg, Austria",,,5020,,,,Salzburg,,Salzburg,,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1370,Neiva,Colombia,2.9257038,-75.2893937,"Neiva, HUI, Colombia",,,,,,,Neiva,Norte,Huila,HUI,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1371,Liege,Belgium,50.6450944,5.5736112,"4000 Liège, Belgium",,,4000,,,,Liège,Liège,Liège,WLG,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1372,Highland Heights,United States,39.0330902,-84.4521512,"Highland Heights, KY 41099, United States of America",,,41099,,,,Highland Heights,Campbell County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1373,Oita,Japan,33.2393864,131.6096524,"Oita, Japan",,,,,,,Oita,Oita Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1374,Merida,Mexico,20.9670759,-89.6237402,"Mérida, YUC, Mexico",,,,,,,Mérida,Mérida,Yucatán,YUC,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1375,Detmold,Germany,51.936284,8.8791526,"Detmold, North Rhine-Westphalia, Germany",,,,,,,Detmold,Kreis Lippe,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1376,Kehl,Germany,48.5728929,7.8109768,"77694 Kehl, Germany",,,77694,,,,Kehl,Ortenaukreis,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1377,Holywood,United Kingdom,54.6404494,-5.8361723,"Holywood, BT18 9AE, United Kingdom",Holywood,,BT18 9AE,NMD,,,Holywood,County Down,Northern Ireland,NIR,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1378,Versailles,France,48.8035403,2.1266886,"78000 Versailles, France",,,78000,,,,Versailles,Yvelines,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1379,Covilha,Portugal,40.2804021,-7.504191,"Covilhã, Portugal",,,,,,,Covilhã,Castelo Branco,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1380,Ulaanbaatar,Mongolia,47.9184676,106.9177016,"Ulaanbaatar, Mongolia",,,,,,,Ulaanbaatar,,,,Mongolia,mn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1381,Butare,Rwanda,-2.54261195,29.159087046084316,"Butare, Western Province, Rwanda",,,,,,,Butare,Rusizi,Western Province,,Rwanda,rw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1382,Afula,Israel,32.6075587,35.2890861,"1839010 Afula, Israel",,,1839010,,,,Afula,Jezreel Subdistrict,North District,,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1383,Chongqing,China,29.5656729,106.5479189,"400014 Chongqing, China",Chongqing,,400014,,,,Chongqing,,Chongqing,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1384,Kuantan,Malaysia,3.7985637,103.32199,"Kuantan, Pahang, Malaysia",Kuantan,,,,Kuantan,,Kuantan,,Pahang,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1385,Orangeburg,United States,33.4918203,-80.8556476,"Orangeburg, SC 29115, United States of America",,,29115,,,,Orangeburg,Orangeburg County,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1386,Zhunan,Taiwan,22.573578,120.541468,"Zhunan Village, Zhutian, Taiwan",Zhunan,,911,,Zhunan Village,,Zhutian,Pingtung County,,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1387,Kaohsiung,China,22.5447429,120.35658996922068,"China Steel, Xiaogang District, Kaohsiung 812, Taiwan",China Steel,,812,,,Xiaogang District,Kaohsiung,,,,Taiwan,tw,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1388,Bloemfontein,South Africa,-29.116395,26.215496,"Bloemfontein, 9300, South Africa",Bloemfontein,,9300,,,,Bloemfontein,Mangaung Metropolitan Municipality,Free State,FS,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1389,Joao Pessoa,Brazil,-7.1215981,-34.882028,"João Pessoa, PB, Brazil",,,,,,,João Pessoa,Região Metropolitana de João Pessoa,Paraíba,PB,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1390,Diamantina,Brazil,-18.2440862,-43.6006487,"Diamantina, MG, Brazil",,,,,,,Diamantina,Região Geográfica Intermediária de Teófilo Otoni,Minas Gerais,MG,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1391,Tunja,Colombia,5.5324313,-73.3616014,"150001 Tunja, BOY, Colombia",Tunja,,150001,,,,Tunja,Tunja,Boyacá,BOY,Colombia,co,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1392,Arusha,Tanzania,-3.3696827,36.6880794,"23103 Arusha, Arusha, Tanzania",Arusha,,23103,,,,Arusha,Arusha Municipal,Arusha,,Tanzania,tz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1393,Corrientes,Argentina,-27.4687004,-58.8311982,"Corrientes, W, Argentina",,,,,,,Corrientes,Departamento Capital,Corrientes,W,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1394,Salta,Argentina,-24.7892946,-65.4103194,"Salta, A, Argentina",,,,,,,Salta,Rosario de Lerma,Salta,A,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1395,Grahamstown,South Africa,-33.3070589,26.5272648,"Makhanda, 6139, South Africa",Makhanda,,6139,,,,Makhanda,Sarah Baartman District Municipality,Eastern Cape,EC,South Africa,za,0.24242424242424243,0.24242424242424243,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1396,Campos dos Goitacazes,Brazil,-21.8313623,-41.271991,"Avenida Raul Souto Maior, Goytacazes, Campos dos Goytacazes - RJ, 28110-000, Brazil",Avenida Raul Souto Maior,Avenida Raul Souto Maior,28110-000,,Campos dos Goytacazes,Goytacazes,Campos dos Goytacazes,Região Geográfica Intermediária de Campos dos Goytacazes,Rio de Janeiro,RJ,Brazil,br,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1397,Bayreuth,Germany,49.9427202,11.5763079,"Bayreuth, Bavaria, Germany",,,,,,,Bayreuth,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1398,Uberlandia,Brazil,-18.9188041,-48.2767837,"Uberlândia, MG, Brazil",,,,,,,Uberlândia,Região Geográfica Intermediária de Uberlândia,Minas Gerais,MG,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1399,Milledgeville,United States,33.0801429,-83.2320991,"Milledgeville, GA, United States of America",,,,,,,Milledgeville,Baldwin County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1400,Feira de Santana,Brazil,-12.2578934,-38.9598047,"Feira de Santana, BA, Brazil",,,,,,,Feira de Santana,Região Metropolitana de Feira de Santana,Bahia,BA,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1401,Tlalnepantla,Mexico,19.0084963,-98.9971161,"Tlalnepantla, MOR, Mexico",Tlalnepantla,,,,,,Tlalnepantla,Tlalnepantla,Morelos,MOR,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1402,Lancaster,United States,40.03813,-76.3056686,"Lancaster, PA, United States of America",,,,,,,Lancaster,Lancaster County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1403,Salem,United States,44.9391565,-123.033121,"Salem, OR, United States of America",,,,,,,Salem,Marion County,Oregon,OR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1404,Northampton,United Kingdom,52.2378853,-0.8963639,"Northampton, ENG, United Kingdom",,,,,,,Northampton,West Northamptonshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1405,Cordoba,Argentina,-31.4166867,-64.1834193,"X5000 Cordoba, Argentina",,,X5000,,,,Cordoba,Pedanía Capital,Córdoba,X,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1406,Richmond,United Kingdom,54.403068,-1.7374542,"Richmond, ENG, United Kingdom",,,,NYK,,,Richmond,North Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1407,,Argentina,-34.9964963,-64.9672817,Argentina,,,,,,,,,,,Argentina,ar,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1408,Mito,Japan,36.3659174,140.4731743,"Mito, Japan",,,,,,,Mito,Ibaraki Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1409,Sayo,Japan,35.0042671,134.3560128,"Sayo, Japan",,,,,,,Sayo,Sayo County,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1410,Kagoshima,Japan,31.596793,130.5571949,"Kagoshima, 892-8677, Japan",,,892-8677,,,,Kagoshima,Kagoshima Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1411,Yekaterinburg,Russian Federation,56.839104,60.60825,"Yekaterinburg, Sverdlovsk Oblast, Russia",Yekaterinburg,,,,,,Yekaterinburg,Yekaterinburg Municipality,Sverdlovsk Oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1412,Oxford,United States,34.3663773,-89.5187664,"Oxford, MS, United States of America",,,,,,,Oxford,Lafayette County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1413,Vic,Spain,41.9302021,2.2545943,"08500 Vic, Spain",,,08500,B,,,Vic,Osona,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1414,Stellenbosch,South Africa,-33.934444,18.869167,"Stellenbosch Local Municipality, WC, South Africa",Stellenbosch,,,,,,Stellenbosch Local Municipality,Cape Winelands District Municipality,Western Cape,WC,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1415,,Netherlands,52.2434979,5.6343227,Netherlands,,,,,,,,,,,Netherlands,nl,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1416,Badalona,Spain,41.4493539,2.248254,"08911 Badalona, Spain",,,08911,B,,,Badalona,Barcelonès,Catalonia,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1417,,South Africa,-28.8166236,24.991639,South Africa,,,,,,,,,,,South Africa,za,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1418,Suzhou,China,33.6482366,116.9588062,"Suzhou, Anhui, China",,,,,,,Suzhou,,Anhui,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1419,,Peru,-6.8699697,-75.0458515,Peru,,,,,,,,,,,Peru,pe,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1420,Binghamton,United States,42.098698,-75.9125187,"Binghamton, NY 13905, United States of America",,,13905,,,,Binghamton,Broome County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1421,Juba,Sudan,12.1518352,24.4522866,"Juba (Juba), South Darfur State, Sudan",Juba,,,,,,Juba,Nyala,South Darfur State,,Sudan,sd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1422,"Bangkorlhaem, Bangkok",Thailand,,,,,,,,,,,,,,,,,,,,
1423,"Wang Thonglang, Bangkok",Thailand,13.7678209,100.598274,"Wang Thonglang District, Bangkok, Thailand",,,10310,,,Wang Thonglang District,,,Bangkok,,Thailand,th,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1424,Huddersfield,United Kingdom,53.6466645,-1.7822482,"Huddersfield (Kirklees), HD1 2AA, United Kingdom",Huddersfield,,HD1 2AA,,,,Kirklees,West Yorkshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1425,Bandar Lampung,Indonesia,-5.4460713,105.2643742,"Bandar Lampung, Lampung, Indonesia",,,,,,,Bandar Lampung,,Lampung,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1426,Gresik,Indonesia,-7.1571614,112.6559633,"Gresik 61116, East Java, Indonesia",Gresik,,61116,,,,Gresik,Gresik,East Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1427,"Pakchong, Nakhonratchasima",Thailand,15.512883,101.301707,Thailand,Thailand,,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1428,Gorontalo,Indonesia,0.5384433,123.0594971,"Gorontalo, Indonesia",,,,,,,Gorontalo,,Gorontalo,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1429,Banda Aceh,Indonesia,5.5528455,95.3192908,"Banda Aceh, Aceh, Indonesia",,,,,,,Banda Aceh,,Aceh,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1430,Banjarmasin,Indonesia,-3.3187496,114.5925828,"Banjarmasin, South Kalimantan, Indonesia",,,,,,,Banjarmasin,,South Kalimantan,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1431,Batu Pahat,Malaysia,1.8472584,102.9346697,"Batu Pahat, Johor, Malaysia",Batu Pahat,,83000,,Batu Pahat,,Batu Pahat,,Johor,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1432,Kolaka,Indonesia,-4.059702,121.605559,"Kolaka, Southeast Sulawesi, Indonesia",Kolaka,,,,,,Kolaka,Kolaka,Southeast Sulawesi,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1433,Kariya,Japan,34.974678,137.002791,"Kariya, Japan",,,,,,,Kariya,Aichi Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1434,Mojokerto,Indonesia,-7.4631537,112.4319852,"Mojokerto, East Java, Indonesia",,,,,,,Mojokerto,,East Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1435,Northridge,United States,34.2345615,-118.5369316,"Northridge, Los Angeles, CA, United States of America",Northridge,,91324,,,Northridge,Los Angeles,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1436,Abha,Saudi Arabia,18.2164282,42.5043596,"Abha 26442, Saudi Arabia",Abha,,26442,,,,Abha,Abha,'Asir Province,,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1437,Augsburg,Germany,48.3668041,10.8986971,"Augsburg, Bavaria, Germany",,,,,,,Augsburg,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1438,Burgos,Spain,42.343926,-3.696977,"Burgos, Castile and León, Spain",,,,BU,,,Burgos,Burgos,Castile and León,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1439,Brugge,Belgium,51.2315785,3.1917093323369112,"Brugge, Bruges, West Flanders, Belgium",,,8000,,Brugge,,Bruges,Brugge,West Flanders,,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1440,Damietta,Egypt,31.4167427,31.8213657,"Damietta, 34511, Egypt",Damietta,,34511,,,,Damietta,,Damietta,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1441,Mahendergarh,India,28.2726226,76.1493925,"Civil Hospital Mahendergarh, SH24, Mahendragarh - 123029, HR, India",Civil Hospital Mahendergarh,SH24,123029,,,,Mahendragarh,Mahendragarh,Haryana,HR,India,in,0.75,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1442,Yaounde,Cameroon,3.8689867,11.5213344,"Yaoundé, CE, Cameroon",,,,,,,Yaoundé,Mfoundi,Centre,CE,Cameroon,cm,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1443,Montevideo,Uruguay,-34.9058916,-56.1913095,"Montevideo, MO, Uruguay",,,,,,,Montevideo,,Montevideo,MO,Uruguay,uy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1444,Salamanca,Spain,40.9651572,-5.6640182,"Salamanca, Castile and León, Spain",,,,SA,,,Salamanca,Salamanca,Castile and León,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1445,Dijon,France,47.3215806,5.0414701,"21000 Dijon, France",,,21000,,,,Dijon,Côte-d'Or,Bourgogne-Franche-Comté,BFC,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1446,Thionville,France,49.3579272,6.1675872,"57100 Thionville, France",,,57100,,,,Thionville,Moselle,Grand Est,GES,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1447,Creteil,France,48.7771486,2.4530731,"94000 Créteil, France",,,94000,,,,Créteil,Val-de-Marne,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1448,Rouen,France,49.4404591,1.0939658,"Rouen, NOR, France",,,,,,,Rouen,Seine-Maritime,Normandy,NOR,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1449,Frankston,Australia,-38.1444729,145.1268808,"Frankston, Melbourne, VIC, Australia",,,3199,,,Frankston,Melbourne,,Victoria,VIC,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1450,Hellerup,Denmark,55.2859284,10.5633187,"5863 Hellerup (Hellerup), Denmark",Hellerup,,5863,,,,Hellerup,,Region of Southern Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
