original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,suburb,district,postcode,city,county_code,state,state_code,county,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
3806,Sehore,India,23.2049201,77.0845745,"Sehore - 466002, MP, India",Sehore,,,,466002,Sehore,,Madhya Pradesh,MP,Sehore Nagar Tahsil,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3807,Faversham,United Kingdom,51.3158434,0.8911283,"Faversham (Borough of Swale), ENG, United Kingdom",,,,,,Borough of Swale,KEN,England,ENG,Kent,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3808,Neyshabur,Iran,36.2105604,58.7922291,"بخش مرکزی شهرستان نیشابور, Neyshabur City, Razavi Khorasan, Iran",,,,بخش مرکزی شهرستان نیشابور,,Neyshabur City,,Razavi Khorasan,,Neyshabur County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3809,"Injibara, Amhara",Ethiopia,10.95855,36.934574,"Injibara, Amhara Region, Ethiopia",Injibara,,,,,Injibara,,Amhara Region,,Awi Agew,Ethiopia,et,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3810,Thiruvallur,India,11.5923306,75.6741875,"Thiruvallur (Thiruvallur) - 673541, KL, India",Thiruvallur,,,,673541,Thiruvallur,,Kerala,KL,Vadakara,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3811,Tisaiyanvilai,India,8.336452,77.868249,"Thisayanvilai, TN, India",,,,,,Thisayanvilai,,Tamil Nadu,TN,Tirunelveli,India,in,0.7615384615384615,0.7615384615384615,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3812,Jijiga,Ethiopia,9.3508526,42.8003788,"Jijiga, Somali Region, Ethiopia",Jijiga,,,,,Jijiga,,Somali Region,,Fafan,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3813,Nazareth,India,8.5599258,77.9719457,"Nazareth - 628617, TN, India",Nazareth,,,,628617,Nazareth,,Tamil Nadu,TN,Tiruchendur,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3814,Sultanpur,India,26.2588602,82.0716893,"Sultanpur - 228001, UP, India",Sultanpur,,,,228001,Sultanpur,,Uttar Pradesh,UP,Sultanpur,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3815,Meizhou,China,24.2918414,116.1171428,"Meizhou, Guangdong Province, China",,,,,,Meizhou,,Guangdong Province,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3816,Jiangsu,China,33.0000001,119.9999999,"Jiangsu, China",,,,,,,,Jiangsu,,,China,cn,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3817,Ngari of Tibet,China,28.1644056,89.597361,"Ngari Gomo, Toedkor, Laya Gewogs, Bhutan",Ngari Gomo,,,,,Toedkor,,Gasa District,,Laya Gewogs,Bhutan,bt,0.25,0.25,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3818,Aranjuez,Spain,40.03221,-3.6039604,"28300 Aranjuez, Spain",,,,,28300,Aranjuez,,Community of Madrid,,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3819,Puertollano,Spain,38.6852161,-4.1111749,"13500 Puertollano, Spain",,,,,13500,Puertollano,CR,Castile-La Mancha,,Ciudad Real,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3820,Mbabane,Swaziland,-26.325745,31.144663,"Mbabane, H100, Eswatini",Mbabane,,,,H100,Mbabane,,Hhohho Region,,Inkhundla Mbabane,Eswatini,sz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3821,Nurnberg,Germany,49.453872,11.077298,"Nuremberg, Bavaria, Germany",,,,,,Nuremberg,,Bavaria,,,Germany,de,0.7000000000000001,0.7000000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3822,Bryan,United States,30.6743643,-96.3699632,"Bryan, TX, United States of America",,,,,,Bryan,,Texas,TX,Brazos County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3823,Abu Hammad,Egypt,30.5354116,31.6769463,"Abu Hammad al Mahattah (Abu Hammad al Mahattah), 44661, Egypt",Abu Hammad al Mahattah,,,,44661,Abu Hammad al Mahattah,,Eastern,,,Egypt,eg,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3824,Larnaca,Cyprus,34.9236095,33.6236184,"Larnaca, Cyprus",,,,,,Larnaca,,Cyprus,,Larnaca District,Cyprus,cy,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3825,Vari,Greece,37.3983488,24.9467109,"841 00 Vari (Vari), Greece",Vari,,,,841 00,Vari,,Aegean,,Syros Regional Unit,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3826,El Entrego,Spain,43.2880845,-5.6369597,"L'Entregu / El Entrego, Samartín del Rei Aurelio, AS, Spain",L'Entregu / El Entrego,,L'Entregu / El Entrego,,33940,Samartín del Rei Aurelio,O,Asturias,AS,Asturias,Spain,es,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3827,Dornbirn,Austria,47.4136351,9.7423762,"Stadt Dornbirn, Vorarlberg, Austria",,,,,,Stadt Dornbirn,,Vorarlberg,,,Austria,at,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3828,Royston,United Kingdom,53.5982976,-1.4569413,"Royston, S71 4RF, United Kingdom",Royston,,,,S71 4RF,Royston,,England,ENG,South Yorkshire,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3829,Aichi District,Japan,32.51879,130.62158,"Aichi, Kumamoto Prefecture, Japan",,,,,,Aichi,,Kumamoto Prefecture,,Yatsushiro,Japan,jp,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3830,Deggendorf,Germany,48.8333535,12.96205,"94469 Deggendorf, Germany",,,,,94469,Deggendorf,,Bavaria,,Landkreis Deggendorf,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3831,Van,Turkey,38.500875,43.3946051,"65140 İpekyolu (Van), Turkey",Van,,,,65140,Van,,Eastern Anatolia Region,,Van,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3832,Baotou,China,40.6174777,109.944912,"014000 Inner Mongolia, China",,,,,014000,Baotou City,,Inner Mongolia,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3833,Sanya,China,28.7009973,101.908668,"Sanya, 626200 Sichuan, China",Sanya,,,,626200,Sanya,,Sichuan,,Jiulong County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3834,Skudai,Malaysia,1.5369721,103.662103,"Skudai, Johor Bahru, Iskandar Puteri, Johor, Malaysia",Skudai,,,Johor Bahru,81210,Iskandar Puteri,,Johor,,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3835,Khorramabad,Iran,33.4842109,48.3538276,"بخش مرکزی, Khorramabad, Lorestan Province, Iran",,,,بخش مرکزی,,Khorramabad,,Lorestan Province,,Khorramabad County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3836,Ottobrunn,Germany,48.0643823,11.6675042,"85521 Ottobrunn, Germany",,,,,85521,Ottobrunn,,Bavaria,,Landkreis München,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3837,Birbhum,India,24,87.583333,"Bīrbhūm, 731132, WB, India",Bīrbhūm,,,,731132,,,West Bengal,WB,Bīrbhūm,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3838,Mishan,China,45.5445899,131.8713602,"Mishan City, Mishan, Heilongjiang, China",Mishan,,,Mishan City,,Mishan,,Heilongjiang,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3839,Abingdon,United Kingdom,51.6714842,-1.2779715,"Abingdon (Vale of White Horse), OX14 3UJ, United Kingdom",Abingdon,,,,OX14 3UJ,Vale of White Horse,OXF,England,ENG,Oxfordshire,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3840,Ramsgate,United Kingdom,51.3334726,1.4196476,"Ramsgate (Thanet), ENG, United Kingdom",,,,,,Thanet,KEN,England,ENG,Kent,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3841,Edmonton Alberta,Canada,53.5462055,-113.491241,"Edmonton, AB, Canada",Edmonton,,,,,Edmonton,,Alberta,AB,Division No. 11,Canada,ca,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3842,Camberley,United Kingdom,51.3392845,-0.7460981,"Camberley (Surrey Heath), GU15 3SA, United Kingdom",Camberley,,,,GU15 3SA,Surrey Heath,SRY,England,ENG,Surrey,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3843,Vries,Netherlands,53.0766668,6.5780129,"Vries, DR, Netherlands",,,,,,Vries,,Drenthe,DR,,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3844,Sydney New South,United Kingdom,52.663642,-1.580326,United Kingdom,United Kingdom,,,,,,,,,,United Kingdom,gb,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3845,Sichuan,China,35.122098,105.480318,"Sichuan, Jichuan, Gansu, China",Sichuan,,,,,Jichuan,,Gansu,,Tongwei County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3846,Montferrier-sur-Lez,France,43.6665244,3.8613428,"34980 Montferrier-sur-Lez, France",,,,,34980,Montferrier-sur-Lez,,Occitania,OCC,Hérault,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3847,Zarqa,Jordan,32.0668425,36.0885771,"Zarqa, Jordan",Zarqa,,,,,Zarqa,,Zarqa,,Zarqa Sub-District,Jordan,jo,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3848,Arua,Uganda,3.0225076,30.9104823,"Arua Hill (Arua), Arua, Uganda",Arua,,,,,Arua,,Arua,,,Uganda,ug,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3849,Ashburn,United States,39.0437192,-77.4874899,"Ashburn, VA, United States of America",Ashburn,,,,,Ashburn,,Virginia,VA,Loudoun County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3850,San Miguel de Tucuman,Argentina,-26.8303703,-65.2038133,"T4000 San Miguel de Tucumán, Argentina",,,,,T4000,San Miguel de Tucumán,,Tucumán,T,Departamento Capital,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3851,Hebersham,Australia,-33.7455739,150.8253839,"Hebersham, Sydney, NSW, Australia",,,Hebersham,,2770,Sydney,,New South Wales,NSW,,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3852,Roseville,United States,38.7521235,-121.2880059,"Roseville, CA, United States of America",,,,,,Roseville,,California,CA,Placer County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3853,Urganch,Uzbekistan,40.1856952,65.0604098,"Urganch (Urganch), Navoiy Region, Uzbekistan",Urganch,,,,,Urganch,,Navoiy Region,,Navbahor District,Uzbekistan,uz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3854,San Donà di Piave (VE),Italy,45.6294811,12.5641057,"30027 San Donà di Piave, Italy",,,,,30027,San Donà di Piave,VE,Veneto,VEN,Venezia,Italy,it,0.8,0.8,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3855,Monselice (PD),Italy,45.2417684,11.7508534,"35043 Monselice, Italy",,,,,35043,Monselice,,Veneto,VEN,Province of Padua,Italy,it,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3856,Legnago (VR),Italy,45.192498,11.3111274,"37045 Legnago, Italy",,,,,37045,Legnago,VR,Veneto,VEN,Verona,Italy,it,0.5,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3857,Logrono,Spain,42.4661196,-2.4396676,"Logroño, Rioja, Spain",,,,,,Logroño,,Rioja,,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3858,Liaoyang,China,41.2055415,123.0889656,"Liaoyang, 111000 Liaoning, China",Liaoyang,,,,111000,Liaoyang,,Liaoning,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3859,Lampung,Indonesia,-7.3744533,109.7655659,"Lampung (Penawangan) 53481, Central Java, Indonesia",Lampung,,,,53481,Penawangan,,Central Java,,Banjarnegara,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3860,Henan,China,47.9648,126.02,"Keshan County, Henan, Heilongjiang, China",,,,Keshan County,161000,Henan,,Heilongjiang,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3861,Dodoma,Tanzania,-6.1791181,35.7468174,"Dodoma, Dodoma Region, Tanzania",Dodoma,,,,,Dodoma,,Dodoma Region,,Dodoma City,Tanzania,tz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3862,Enoch,United States,37.7733096,-113.024392,"Enoch, UT, United States of America",,,,,,Enoch,,Utah,UT,Iron County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3863,Borama,Somalia,9.9386691,43.184119,"Borama, AW, Somalia",Borama,,,,,Borama,,Awdal,AW,Borama District,Somalia,so,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3864,Selçuklu,Turkey,37.8768663,32.4873945,"Selçuklu, Central Anatolia Region, Turkey",,,,,,Selçuklu,,Central Anatolia Region,,Konya,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3865,Jamshedpur,India,22.8015194,86.2029579,"Jamshedpur - 831001, JH, India",Jamshedpur,,,,831001,Jamshedpur,,Jharkhand,JH,Golmuri-Cum-Jugsalai,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3866,Chandler,United States,33.3062031,-111.841185,"Chandler, AZ, United States of America",,,,,,Chandler,,Arizona,AZ,Maricopa County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3867,Severna Park,United States,39.070388,-76.5452409,"Severna Park, MD 21146, United States of America",Severna Park,,,,21146,Severna Park,,Maryland,MD,Anne Arundel County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3868,Huazhou,China,21.6669324,110.6352871,"Huazhou, Guangdong Province, China",Huazhou,,,,,Huazhou,,Guangdong Province,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3869,Dembi Dollo,Ethiopia,8.53333,34.8,"Dembidolo, Oromia, Ethiopia",,,,,,Dembidolo,,Oromia,,Mirab Wellega,Ethiopia,et,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3870,Harpenden,United Kingdom,51.8145103,-0.3549311,"Harpenden (St Albans), ENG, United Kingdom",,,,,,St Albans,HRT,England,ENG,Hertfordshire,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3871,Quedlinburg,Germany,51.7855428,11.1519933,"Quedlinburg, Saxony-Anhalt, Germany",,,,,,Quedlinburg,,Saxony-Anhalt,,Landkreis Harz,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3872,East Jakarta,Indonesia,-6.26289085,106.88222894692834,"East Jakarta, Special Capital Region of Jakarta, Java, Indonesia",,,,East Jakarta,,Special Capital Region of Jakarta,,Java,,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3873,Qingyang,China,35.7106146,107.6384287,"Xifeng District, Qingyang, Gansu, China",Qingyang,,,Xifeng District,,Qingyang,,Gansu,,Qingyang,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3874,Mollasani,Iran,31.5841359,48.888229,"Mollasani, بخش مرکزی, دهستان ملاثانی, Khuzestan Province, Iran",Mollasani,,,بخش مرکزی,,دهستان ملاثانی,,Khuzestan Province,,Bavi County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3875,Kitchener,Canada,43.451291,-80.4927815,"Kitchener, ON, Canada",,,,,,Kitchener,,Ontario,ON,Region of Waterloo,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3876,Rovaniemi,Finland,66.5025657,25.73122,"Rovaniemi, Mainland Finland, Finland",,,,,,Rovaniemi,,Mainland Finland,,Lapland,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3877,Borgarnes,Iceland,64.5383337,-21.920208,"310 Borgarnes, Iceland",Borgarnes,,,,310,Borgarnes,,,,Borgarbyggð,Iceland,is,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3878,Moncton,Canada,46.097995,-64.80011,"Moncton, NB, Canada",,,,,,Moncton,,New Brunswick,NB,Westmorland County,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3879,Francheville,France,47.454505,4.8813399,"21440 Francheville, France",,,,,21440,Francheville,,Bourgogne-Franche-Comté,BFC,Côte-d'Or,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3880,Hulunbuir,China,49.2125235,119.7370167,"Hulunbuir, Inner Mongolia, China",,,,,,Hulunbuir,,Inner Mongolia,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3881,Robe,Ethiopia,7.1242676,40.0080973,"Robe, Oromia Region, Ethiopia",Robe,,,,,Robe,,Oromia Region,,Bale,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3882,Hinwil,Switzerland,47.3015316,8.8419423,"Hinwil, Zurich, Switzerland",,,,,,Hinwil,,Zurich,,Bezirk Hinwil,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3883,Amarkantak,India,22.670465,81.7588417,"Amarkantak - 484886, MP, India",Amarkantak,,,,484886,Amarkantak,,Madhya Pradesh,MP,Pushparajgarh Tehsil,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3884,Midnapore,India,22.4207025,87.3269963,"Medinipur - 721101, WB, India",Medinipur,,,,721101,Medinipur,,West Bengal,WB,Midnapore,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3885,Yulin,China,38.2851657,109.7290619,"Yulin, Shaanxi, China",,,,,,Yulin,,Shaanxi,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3886,Zhongshan,China,22.5196895,113.3870834,"Zhongshan, Guangdong Province, China",,,,,,Zhongshan,,Guangdong Province,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3887,Józefów,Poland,50.4808298,23.0540591,"Józefów, Lublin Voivodeship, Poland",,,,,,Józefów,,Lublin Voivodeship,,Biłgoraj County,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3888,Creve Coeur,United States,38.6613007,-90.4423653,"Creve Coeur, MO 63141, United States of America",,,,,63141,Creve Coeur,,Missouri,MO,Saint Louis County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3889,Lenexa,United States,38.9697458,-94.7845837,"Lenexa, KS, United States of America",,,,,,Lenexa,,Kansas,KS,Johnson County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3890,Jurong,China,31.9478237,119.1633971,"212400 Jiangsu, China",,,,,212400,Jurong,,Jiangsu,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3891,Bordj El Bahri,Algeria,36.7907949,3.2501775,"16046 Bordj El Bahri, Algeria",,,,,16046,Bordj El Bahri,,Algiers,,Dar el-Beida District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3892,Kolea,Algeria,36.6373657,2.769126,"Kolea, Tipaza, Algeria",,,,,,Kolea,,Tipaza,,Kolea District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3893,Amarah,Iraq,31.8497708,47.1496466,"Amarah District, Amarah, Maysan Governorate, Iraq",Amarah,,,Amarah District,62001,Amarah,,Maysan Governorate,,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3894,Nineveh,Iraq,33.115324,43.285837,Iraq,Iraq,,,,,,,,,,Iraq,iq,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3895,Ufa,Russian Federation,54.7261409,55.947499,"Ufa, Bashkortostan, Russia, 450000",Ufa,,,,450000,Ufa,,Bashkortostan,,городской округ Уфа,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3896,Odesa,Ukraine,46.4843023,30.7322878,"Odesa Raion, Odesa, Odesa Oblast, Ukraine",Odesa,,,Odesa Raion,,Odesa,,Odesa Oblast,,,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3897,Melitopol,Ukraine,46.8467267,35.3827281,"Melitopol Raion, Melitopol, Zaporizhia Oblast, Ukraine",Melitopol,,,Melitopol Raion,72300-72324,Melitopol,,Zaporizhia Oblast,,,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3898,Zaporizhzhia,Ukraine,47.8507859,35.1182867,"Zaporizhia Raion, Zaporizhzhia, Zaporizhia Oblast, Ukraine",Zaporizhzhia,,,Zaporizhia Raion,69000-69499,Zaporizhzhia,,Zaporizhia Oblast,,,Ukraine,ua,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3899,Andahuaylas,Peru,-13.6564057,-73.3899459,"Andahuaylas 03701, Peru",,,,,03701,Andahuaylas,,Apurímac,APU,,Peru,pe,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3900,Chimbote,Peru,-9.0744966,-78.593609,"Chimbote, ANC, Peru",,,,,,Chimbote,,Ancash,ANC,,Peru,pe,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3901,Tongling,China,30.9474585,117.805068,"Tongling, Anhui, China",Tongling,,,,,Tongling,,Anhui,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3902,Dessie,Ethiopia,11.122604,39.634982,"Dessie, Amhara Region, Ethiopia",Dessie,,,,,Dessie,,Amhara Region,,South Wollo,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3903,Sgonico,Italy,45.7360238,13.7482449,"34010 Sgonico / Zgonik, Italy",,,,,34010,Sgonico / Zgonik,TS,Friuli-Venezia Giulia,,Trieste,Italy,it,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3904,El Calafate,Argentina,-50.3388712,-72.2720843,"El Calafate, Santa Cruz Province, Argentina",,,,,,El Calafate,,Santa Cruz Province,,Lago Argentino,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3905,Pintong,Taiwan,22.657614,120.46884029372157,"Pintong County Reserve Command, Qingxi Village, Pingtung City, Taiwan",Pintong County Reserve Command,,,Qingxi Village,900,Pingtung City,,,,Pingtung County,Taiwan,tw,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3906,Rizhao,China,35.4178833,119.5213994,"276800 Shandong, China",,,,,276800,Rizhao,,Shandong,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3907,Debre Tabor,Ethiopia,11.856591,38.008309,"Debre Tabor, Amhara Region, Ethiopia",Debre Tabor,,,,,Debre Tabor,,Amhara Region,,South Gonder,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3908,Omu Aran,Nigeria,8.1385895,5.101326,"Omu Aran 251101, Kwara State, Nigeria",Omu Aran,,,,251101,Omu Aran,,Kwara State,,Irepodun,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3909,Brandenburg,Germany,52.3362346,9.174755462956416,"Brandenburg, Stadthagen, Lower Saxony, Germany",,,Brandenburg,,,Stadthagen,,Lower Saxony,,Landkreis Schaumburg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3910,Canas,Costa Rica,10.4296202,-85.0932802,"Cañas, 50601 Costa Rica",,,,,50601,Cañas,,,,Cantón Cañas,Costa Rica,cr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3911,Heredia,Costa Rica,9.9981515,-84.1170163,"Heredia, 40101 Costa Rica",,,,,40101,Heredia,,,,Cantón Heredia,Costa Rica,cr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3912,Ahmednagar,India,19.092952,74.7493451,"Ahmednagar - 414001, MH, India",Ahmednagar,,,,414001,Ahmednagar,,Maharashtra,MH,Ahmednagar,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3913,Freising,Germany,48.4008273,11.7439565,"Freising, Bavaria, Germany",,,,,,Freising,,Bavaria,,Landkreis Freising,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3914,Roma,Lesotho,-29.4505529,27.7141525,"Roma, Maseru District, Lesotho",Roma,,,,,Roma,,Maseru District,,,Lesotho,ls,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3915,Gwadar,Pakistan,25.1925141,62.327192425359094,"Gwadar, BA, Pakistan",Gwadar,,,,,Gwadar,,Balochistan,BA,Gwadar District,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3916,Plymouth,United States,45.0065149,-93.46651,"Plymouth, MN, United States of America",,,,,,Plymouth,,Minnesota,MN,Hennepin County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3917,Bundaberg,Australia,-24.8653253,152.3516785,"Bundaberg, QLD, Australia",Bundaberg,,,,,Bundaberg,,Queensland,QLD,Bundaberg Region,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
