original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,street,suburb,district,postcode,city,county_code,state,state_code,county,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
3500,Geoje,South Korea,34.8804677,128.621207,"Geoje-si, South Korea",,,,,,Geoje-si,,,,South Gyeongsang,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3501,Taizhou,China,28.6581723,121.4163876,"Taizhou, Zhejiang, China",,,,,,Taizhou,,Zhejiang,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3502,Yokosuka,Japan,35.2730564,139.6653829,"Yokosuka, 238-8550, Japan",,,,,238-8550,Yokosuka,,,,Kanagawa Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3503,Pozzuoli,Italy,40.822643,14.1219109,"Pozzuoli, CAM, Italy",,,,,,Pozzuoli,NA,Campania,CAM,Napoli,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3504,Hamadan,Iran,34.7992888,48.5152464,"Central District, Hamedan, Hamadan Province, Iran",,,,Central District,,Hamedan,,Hamadan Province,,Hamedan County,Iran,ir,0.7714285714285714,0.7714285714285714,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3505,Umuahia,Nigeria,5.5324032,7.4924165,"Umuahia, Abia State, Nigeria",Umuahia,,,,,Umuahia,,Abia State,,Umuahia North,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3506,Tripolis,Greece,37.5102911,22.3724241,"221 00 Tripoli, Greece",Tripoli,,,,221 00,Tripoli,,"Peloponnese, Western Greece and the Ionian",,Arcadia Regional Unit,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3507,Owerri,Nigeria,5.489736,7.0341973,"Owerri 460281, Imo State, Nigeria",Owerri,,,,460281,Owerri,,Imo State,,Owerri Municipal,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3508,Al-Qubbah,Libya,32.7630561,22.2417527,"Al Qubbah, Derna, Libya",Al Qubbah,,,,,Al Qubbah,,Derna,,,Libya,ly,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3509,Hassan,India,13.0070817,76.0992703,"Hassan - 573201, KA, India",Hassan,,,,573201,Hassan,,Karnataka,KA,Hasana taluk,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3510,Sendenhorst,Germany,51.8444362,7.8273931,"48324 Sendenhorst, Germany",,,,,48324,Sendenhorst,,North Rhine-Westphalia,,Kreis Warendorf,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3511,Garmisch-Partenkirchen,Germany,47.4923741,11.0962815,"Garmisch-Partenkirchen, Bavaria, Germany",,,,,,Garmisch-Partenkirchen,,Bavaria,,Landkreis Garmisch-Partenkirchen,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3512,Landshut,Germany,48.536217,12.1516551,"Landshut, Bavaria, Germany",,,,,,Landshut,,Bavaria,,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3513,West Hartford,United States,41.7620447,-72.7420399,"West Hartford, CT, United States of America",,,,,,West Hartford,,Connecticut,CT,Capitol Planning Region,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3514,Davenport,United States,41.5235808,-90.5770967,"Davenport, IA, United States of America",,,,,,Davenport,,Iowa,IA,Scott County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3515,Glastonbury,United States,41.7123218,-72.608146,"Glastonbury, CT, United States of America",,,,,,Glastonbury,,Connecticut,CT,Capitol Planning Region,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3516,Arak,Iran,34.0862719,49.6893884,"بخش مرکزی, Arak, Markazi Province, Iran",,,,بخش مرکزی,,Arak,,Markazi Province,,Arak County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3517,Changji,China,26.9479238,108.7523209,"Changji, Guizhou, China",Changji,,,,,Changji,,Guizhou,,Sansui,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3518,Beaumnt,United States,39.71614,-96.999246,United States,United States,,,,,,,,,,United States,us,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3519,Dhemaji,India,27.4763797,94.5629622,"Dhemaji - 787057, AS, India",Dhemaji,,,,787057,Dhemaji,,Assam,AS,Dhemaji,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3520,Nongde,China,31.4928,82.2515,"Nongde, Ali, China",Nongde,,,,,,,Tibet,,Ali,China,cn,1,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
3521,Karak,Jordan,31.1847222,35.7047218,"61110 Al Karak, Jordan",Al Karak,,,,61110,Al Karak,,Karak,,Karak Sub-District,Jordan,jo,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3522,Alicante,Spain,38.3436365,-0.4881708,"Alicante, Valencian Community, Spain",,,,,,Alicante,,Valencian Community,,Alacant / Alicante,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3523,Villeneuve Sous Dammartin,France,49.0348062,2.6395769,"77230 Villeneuve-sous-Dammartin, France",,,,,77230,Villeneuve-sous-Dammartin,,Ile-de-France,IDF,Seine-et-Marne,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3524,Shihezi,China,44.3017013,86.0775574,"Shihezi City, Xinjiang, China",,,,,,Shihezi City,,Xinjiang,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3525,Luoyang,China,34.6196539,112.4477046,"Luoyang, Henan, China",,,,,,Luoyang,,Henan,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3526,Topi,Pakistan,34.067924,72.6220803,"Topi, KP, Pakistan",Topi,,,,,Topi,,Khyber Pakhtunkhwa,KP,Swabi District,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3527,Brissago,Switzerland,46.1200663,8.7121456,"6614 Brissago, Switzerland",,,,,6614,Brissago,,Ticino,TI,Distretto di Locarno,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3528,Gwalior,India,26.2037247,78.1573628,"Gwalior - 474001, MP, India",Gwalior,,,,474001,Gwalior,,Madhya Pradesh,MP,Gird Tahsil,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3529,Krung Thep Maha Nakhon,Thailand,13.7,100.58333,"Tha Rua Krung Thep, Klong Toei Khwaeng, Bangkok, Sai Mai, Thailand",Tha Rua Krung Thep,,Klong Toei Khwaeng,,,Bangkok,,Bangkok,,Sai Mai,Thailand,th,0.3684210526315789,0.3684210526315789,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
3530,Grenzach-Wyhlen,Germany,47.5528548,7.6737981,"79639 Grenzach-Wyhlen, Germany",,,,,79639,Grenzach-Wyhlen,,Baden-Württemberg,BW,Landkreis Lörrach,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3531,Region Zealand,Denmark,55.4864453,11.691349261334938,"Region Zealand, Denmark",,,,,,,,Region Zealand,,,Denmark,dk,0.5,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3532,Kishiwada,Japan,34.4644,135.385237,"Kishiwada, Osaka Prefecture, Japan",,,,,,Kishiwada,,Osaka Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3533,Yangpyeong,South Korea,37.4868673,127.493973,"Yangpyeong, 12562, South Korea",Yangpyeong,,,,12562,Yangpyeong,,,,Yangpyeong-gun,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3534,Hawally,Kuwait,29.3362942,48.0199351,"Hawally, Hawalli, Kuwait",Hawally,,Hawally,,,,,Hawalli,,,Kuwait,kw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3535,Kala Shah Kaku,Pakistan,31.7481175,74.2440916,"Sheikhupura District, Kala Shah Kaku, PB, Pakistan",Kala Shah Kaku,,,Sheikhupura District,39000,Kala Shah Kaku,,Punjab,PB,,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3536,Buckingham,United Kingdom,51.9983175,-0.9786725,"Buckingham, ENG, United Kingdom",,,,,,Buckingham,BKM,England,ENG,Buckinghamshire,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3537,Hami,China,42.8254995,93.5130464,"Hami, Xinjiang, China",,,,,,Hami,,Xinjiang,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3538,Noda,Japan,35.9549076,139.8748667,"Noda, Japan",,,,,,Noda,,,,Chiba Prefecture,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3539,Fushun,China,29.1843772,104.971911,"Fushun, Sichuan, China",Fushun,,,,,Fushun,,Sichuan,,Fushun County,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3540,Sodo,Ethiopia,6.864163,37.762762,"4620 Sodo, Ethiopia",Sodo,,,,4620,Sodo,,South Ethiopia Regional State,,Wolayita,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3541,An Nasiriyah,Iraq,36.303625350000004,41.86303454127866,"Sinjar District, An Nasiriyah, Nineveh Governorate, Iraq",An Nasiriyah,,,Sinjar District,,An Nasiriyah,,Nineveh Governorate,,,Iraq,iq,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3542,Ghardaia,Algeria,32.485855,3.677104,"Ghardaia, Algeria",,,,,,Ghardaia,,Ghardaia,,Ghardaia District,Algeria,dz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3543,Nicosia,Turkey,39.339547,34.51052,Turkey,Turkey,,,,,,,,,,Turkey,tr,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3544,Sanya City,China,18.2534658,109.5034392,"Sanya City, Hainan Province, China",,,,,,Sanya City,,Hainan Province,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3545,Hebei,China,48.1064,125.931,"Keshan County, Hebei, Heilongjiang, China",,,,Keshan County,161000,Hebei,,Heilongjiang,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3546,Kastamonu,Turkey,41.3765359,33.7770087,"Kastamonu, Black Sea Region, Turkey",,,,,,Kastamonu,,Black Sea Region,,Kastamonu,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3547,Solsona,Spain,41.9945762,1.5184038,"25280 Solsona, Spain",,,,,25280,Solsona,,Catalonia,,Solsonès,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3548,Amsterdam,United States,42.943367,-74.1850436,"Amsterdam, NY 12010, United States of America",,,,,12010,Amsterdam,,New York,NY,Montgomery County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3549,Kavaraipettai,India,13.363305,80.1392999,"Kavaraipettai (Kavaraipettai) - 601206, TN, India",Kavaraipettai,,,,601206,Kavaraipettai,,Tamil Nadu,TN,Gummidipoondi,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3550,Aguascalientes,Mexico,21.880487,-102.2967195,"20000 Aguascalientes City, AGU, Mexico",Aguascalientes City,,,,20000,Aguascalientes City,,Aguascalientes,AGU,Municipio de Aguascalientes,Mexico,mx,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3551,Brownsville,United States,25.9015688,-97.4984005,"Brownsville, TX, United States of America",,,,,,Brownsville,,Texas,TX,Cameron County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3552,Tianshui,China,34.5797531,105.7062921,"Qinzhou District, Tianshui, Gansu, China",Tianshui,,,Qinzhou District,,Tianshui,,Gansu,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3553,Pangkalan Kerinci,Indonesia,0.385272,101.8529485,"Pangkalan Kerinci 28381, Riau, Indonesia",Pangkalan Kerinci,,,,28381,Pangkalan Kerinci,,Riau,,Pelalawan,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3554,Zhangjiakou,China,40.8171433,114.8782861,"Zhangjiakou, Hebei, China",,,,,,Zhangjiakou,,Hebei,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3555,Jiroft,Iran,28.6697367,57.7373382,"بخش مرکزی شهرستان جیرفت, Jiroft, Kerman Province, Iran",,,,بخش مرکزی شهرستان جیرفت,,Jiroft,,Kerman Province,,Jiroft County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3556,Daloa,Cote d'Ivoire,6.8766904,-6.4516096,"Daloa, SM, Côte d'Ivoire",Daloa,,,,,Daloa,,Sassandra-Marahoué,SM,Haut-Sassandra,Côte d'Ivoire,ci,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3557,Las Rozas de Madrid,Spain,40.4933095,-3.8758396,"Las Rozas de Madrid, Madrid, Spain",,,,,,Las Rozas de Madrid,,Community of Madrid,,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3558,Al Hudaydah,Yemen,14.193399,44.514273,"Ar Radmah District, Al Hudaydah, Ibb Governorate, Yemen",Al Hudaydah,,,Ar Radmah District,,Al Hudaydah,,Ibb Governorate,,,Yemen,ye,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3559,Qujing,China,25.4936418,103.7943084,"Qilin District, Qujing, Yunnan, China",Qujing,,,Qilin District,,Qujing,,Yunnan,,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3560,Brookings,United States,44.311461,-96.79844,"Brookings, SD, United States of America",,,,,,Brookings,,South Dakota,SD,Brookings County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3561,Adelphi,United States,39.0030666,-76.9721023,"Adelphi, MD, United States of America",Adelphi,,,,,Adelphi,,Maryland,MD,Prince George's County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3562,Woburn,United States,42.4792618,-71.1522766,"Woburn, MA 01801, United States of America",,,,,01801,Woburn,,Massachusetts,MA,Middlesex County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3563,Gangseo-gu,South Korea,37.5509,126.8497,"Gangseo-gu, Seoul, South Korea",,,,Gangseo-gu,,Seoul,,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3564,Vadapalani,India,10.989402,77.854972,"Vadapalani, TN, India",,,,,,Vadapalani,,Tamil Nadu,TN,Karur,India,in,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3565,Awassa,Ethiopia,7.0481029,38.47861,"1923 Hawassa, Ethiopia",Hawassa,,,,1923,Hawassa,,Sidama,,,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3566,"Talegaon Dabhade, Pune",India,18.7337107,73.6728593,"Talegaon Dabhade - 410506, MH, India",Talegaon Dabhade,,,,410506,Talegaon Dabhade,,Maharashtra,MH,Mawal,India,in,0.6666666666666667,0.6666666666666667,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3567,Banda,India,25.4737796,80.3312729,"Banda - 210001, UP, India",Banda,,,,210001,Banda,,Uttar Pradesh,UP,Banda,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3568,Beni Mellal,Morocco,32.334193,-6.353335,"Beni Mellal, Béni Mellal-Khénifra, Morocco",,,,,,Beni Mellal,,Béni Mellal-Khénifra,,Pachalik de Beni Mellal,Morocco,ma,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3569,Cold Spring Harbor,United States,40.8714873,-73.456788,"Cold Spring Harbor (Huntington), NY 11724, United States of America",,,,,11724,Town of Huntington,,New York,NY,Suffolk County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3570,Rijswijk,Netherlands,52.0446265,4.3188215,"Rijswijk, ZH, Netherlands",,,,,,Rijswijk,,South Holland,ZH,,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3571,Dera Ismail Khan,Pakistan,31.827527,70.9090919,"Dera Ismail Khan 29050, Pakistan",Dera Ismail Khan,,,,29050,Dera Ismail Khan,,Khyber Pakhtunkhwa,KP,Dera Ismail Khan District,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3572,Ardakan,Iran,30.2623521,51.9836519,"بخش مرکزی, Ardakan, Fars Province, Iran",,,,بخش مرکزی,,Ardakan,,Fars Province,,Sepidan County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3573,Ilam,Iran,33.6379365,46.4202743,"بخش مرکزی, Ilam, Ilam Province, Iran",,,,بخش مرکزی,,Ilam,,Ilam Province,,Ilam County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3574,Yasuj,Iran,30.6681785,51.581916,"بخش مرکزی بویراحمد, Yasuj, Kohgiluye and Buyer Ahmad Province, Iran",,,,بخش مرکزی بویراحمد,75917-78449,Yasuj,,Kohgiluye and Buyer Ahmad Province,,Buyerahmad County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3575,Fasa,Iran,28.9366395,53.6510677,"بخش مرکزی, fasa, Fars Province, Iran",,,,بخش مرکزی,74617-31991,fasa,,Fars Province,,Fasa County,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3576,Bli Bli,Australia,-26.610295,153.02183004880112,"Bli Bli, Sunshine Coast Regional, QLD, Australia",,,,Bli Bli,,Sunshine Coast Regional,,Queensland,QLD,,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3577,Bar Harbor,United States,44.3876378,-68.2043361,"Bar Harbor, ME 04609, United States of America",,,,,04609,Bar Harbor,,Maine,ME,Hancock County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3578,Yu Hang,China,30.74083,121.09722,"Yu-yu-lu, Zhejiang, China",,,,,,Yu-yu-lu,,Zhejiang,,Jiaxing,China,cn,0.2857142857142857,0.2857142857142857,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
3579,Fremont,United States,37.5482697,-121.988571,"Fremont, CA, United States of America",,,,,,Fremont,,California,CA,Alameda County,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
