original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,name,street,county_code,postcode,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
118,Riverside,United States,33.9824949,-117.374238,"Riverside, CA, United States of America",,,,,,,,Riverside,Riverside County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
119,Minneapolis,United States,44.9772995,-93.2654692,"Minneapolis, MN, United States of America",,,,,,,,Minneapolis,Hennepin County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
120,Karlsruhe,Germany,49.0068705,8.4034195,"Karlsruhe, BW, Germany",,,,,,,,Karlsruhe,,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
121,New Delhi,India,28.6138954,77.2090057,"New Delhi, DL, India",,,,,,,,New Delhi,,Delhi,DL,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
122,Santa Barbara,United States,34.4221319,-119.702667,"Santa Barbara, CA, United States of America",,,,,,,,Santa Barbara,Santa Barbara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
123,Isfahan,Iran,32.6707877,51.6650002,"بخش مرکزی شهرستان اصفهان, Isfahan, Isfahan Province, Iran",بخش مرکزی شهرستان اصفهان,,,,,,,Isfahan,Isfahan County,Isfahan Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
124,Benito Juarez,Mexico,19.3125909,-100.4336857,"Benito Juarez (Benito Juarez), Michoacán, Mexico",,,Benito Juarez,,,,,Benito Juarez,Juárez,Michoacán,,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
125,Pittsburgh,United States,40.4416941,-79.9900861,"Pittsburgh, PA, United States of America",,,,,,,,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
126,Mulhouse,France,47.7467233,7.3389937,"Mulhouse, GES, France",,,,,,,,Mulhouse,Haut-Rhin,Grand Est,GES,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
127,Seoul,South Korea,37.5666791,126.9782914,"Seoul, South Korea",,,,,,,,Seoul,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
128,Chicago,United States,41.8755616,-87.6244212,"Chicago, IL, United States of America",,,,,,,,Chicago,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
129,Los Angeles,United States,34.0536909,-118.242766,"Los Angeles, CA, United States of America",,,,,,,,Los Angeles,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
130,Fayoum,Egypt,29.21726725,30.89508086269498,"New Al Fayoum City, 63785, Egypt",,,New Al Fayoum City,,,63785,,New Al Fayoum City,,Faiyum,,Egypt,eg,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
131,Rochester,United States,43.157285,-77.615214,"Rochester, NY, United States of America",,,,,,,,Rochester,Monroe County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
132,Madrid,Spain,40.4167047,-3.7035825,"Madrid, Spain",,,,,,,,Madrid,,Community of Madrid,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
133,Lincoln,United States,40.8088861,-96.7077751,"Lincoln, NE, United States of America",,,,,,,,Lincoln,Lancaster County,Nebraska,NE,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
134,Livermore,United States,37.6820583,-121.768053,"Livermore, CA 94550, United States of America",,,,,,94550,,Livermore,Alameda County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
135,Paris,France,48.8534951,2.3483915,"Paris, IDF, France",,,,,,,,Paris,,Ile-de-France,IDF,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
136,"Zurich ZH,",Switzerland,47.373754,8.537087,"Zürich (Zurich), Zurich, Switzerland",Zürich,,,,,,,Zurich,Zurich,Zurich,,Switzerland,ch,0.63,0.63,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
137,Chennai,India,13.0836939,80.270186,"Chennai - 600001, TN, India",,,Chennai,,,600001,,Chennai,Chennai District,Tamil Nadu,TN,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
138,Tuscaloosa,United States,33.2095614,-87.5675258,"Tuscaloosa, AL, United States of America",,,,,,,,Tuscaloosa,Tuscaloosa County,Alabama,AL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
139,Southampton,United Kingdom,50.9025349,-1.404189,"yes, Southampton, ENG, United Kingdom",yes,,,,,,,Southampton,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
140,Vienna,Austria,48.2083537,16.3725042,"Vienna, Austria",,,,,,,,Vienna,,,,Austria,at,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
141,Puebla,Mexico,16.914420149999998,-92.50310661542287,"Puebla (Puebla), CHP, Mexico",,,Puebla,,,,,Puebla,Chenalhó,Chiapas,CHP,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
142,Taoyuan,Taiwan,24.9929995,121.3010003,"Taoyuan City, Taiwan",,,,,,,,Taoyuan City,,,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
143,Iowa City,United States,41.6612561,-91.5299106,"Iowa City, IA, United States of America",,,,,,,,Iowa City,Johnson County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
144,Tomsk,Russian Federation,56.4887526,84.9523434,"Tomsk, Tomsk Oblast, Russia, 634000",,,Tomsk,,,634000,,Tomsk,городской округ Томск,Tomsk Oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
145,Novosibirsk,Russian Federation,55.0288307,82.9226887,"Novosibirsk, Novosibirsk Oblast, Russia",,,,,,,,Novosibirsk,,Novosibirsk Oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
146,Villeurbanne,France,45.7733573,4.8868454,"69100 Villeurbanne, France",,,,,,69100,,Villeurbanne,Métropole de Lyon,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
147,El Shorouk,Egypt,26.1216587,34.25534830418983,"El Shorouk, Al Qusair City, Red Sea, Egypt",El Shorouk,,El Shorouk,,,,,Al Qusair City,,Red Sea,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
148,Lisbon,Portugal,38.7077507,-9.1365919,"Lisbon, Portugal",,,,,,,,Lisbon,Lisbon,,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
149,Bangi,Malaysia,2.9029881,101.7830826,"Bangi Lama, Hulu Langat, Kajang Municipal Council, Selangor, Malaysia",Hulu Langat,,Bangi Lama,,,43600,,Kajang Municipal Council,,Selangor,,Malaysia,my,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
150,Florence,Italy,43.7698712,11.2555757,"Florence, Tuscany, Italy",,,,,,,,Florence,Florence,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
151,Notre Dame,United States,41.6992003,-86.2373691,"Notre Dame, IN 46556, United States of America",,,Notre Dame,,,46556,,Notre Dame,Saint Joseph County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
152,Lubbock,United States,33.5855677,-101.8470215,"Lubbock, TX, United States of America",,,,,,,,Lubbock,Lubbock County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
153,Potenza,Italy,40.6384046,15.8022077,"Potenza, BAS, Italy",,,,,PZ,,,Potenza,Potenza,Basilicata,BAS,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
154,Uxbridge,United Kingdom,51.5449509,-0.4816672,"Uxbridge, UB8 1SB, United Kingdom",,,Uxbridge,,,UB8 1SB,,Uxbridge,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
155,Christchurch,New Zealand,-43.530955,172.6364343,"Christchurch, CAN, New Zealand",,,,,,,,Christchurch,Christchurch City,Canterbury,CAN,New Zealand,nz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
156,College Station,United States,30.6183939,-96.3455991,"College Station, TX, United States of America",,,,,,,,College Station,Brazos County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
157,"Washington, D.C.",United States,38.8950368,-77.0365427,"Washington, DC, United States of America",,,,,,,,Washington,,District of Columbia,DC,United States,us,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
158,Cottbus,Germany,51.7567447,14.3357307,"Cottbus - Chóśebuz, BB, Germany",,,,,,,,Cottbus - Chóśebuz,,Brandenburg,BB,Germany,de,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
159,College Park,United States,38.980666,-76.9369189,"College Park, MD, United States of America",,,,,,,,College Park,Prince George's County,Maryland,MD,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
160,Villigen,Switzerland,47.5262684,8.2147282,"5234 Villigen, Switzerland",,,,,,5234,,Villigen,Bezirk Brugg,Aargau,AG,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
161,Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Bulgaria",,,Sofia,,,,,Sofia,Sofia-City,,,Bulgaria,bg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
162,Melbourne,Australia,-37.8142454,144.9631732,"Melbourne, VIC, Australia",,,,,,,,Melbourne,,Victoria,VIC,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
163,Santiniketan,India,23.682708,87.6880296,"Santiniketan, Bolpur, WB, India",,,Santiniketan,,,731235,Santiniketan,Bolpur,Bolpur Sriniketan,West Bengal,WB,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
164,Chandigarh,India,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,,Chandigarh,Chandigarh District,Chandigarh,CH,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
165,Mexico,Mexico,30.9908448,-108.1504011,"Mexico (Mexico), CHH, Mexico",,,Mexico,,,,,Mexico,Janos,Chihuahua,CHH,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
166,Saint Petersburg,Russian Federation,59.938732,30.316229,"Saint Petersburg, Russia",,,Saint Petersburg,,,,,Saint Petersburg,,Saint Petersburg,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
167,Prague,Czech Republic,50.0874654,14.4212535,"Prague, Czechia",,,,,,,,Prague,,Prague,,Czechia,cz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
168,Tokat,Turkey,40.3233534,36.552162,"60100 Tokat, Turkey",,,Tokat,,,60100,,Tokat,Tokat Merkez,Tokat,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
169,Frascati,Italy,41.8082452,12.6803684,"00044 Frascati, Italy",,,,,,00044,,Frascati,Roma Capitale,Lazio,LAZ,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
170,Trento,Italy,46.0664228,11.1257601,"38121-38123 Trento, Italy",,,,,,38121-38123,,Trento,Provincia di Trento,Trentino-Alto Adige/Südtirol,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
171,Knoxville,United States,35.9603948,-83.9210261,"Knoxville, TN, United States of America",,,,,,,,Knoxville,Knox County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
172,Lawrence,United States,38.9719384,-95.2359496,"Lawrence, KS, United States of America",,,,,,,,Lawrence,Douglas County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
173,Miami,United States,25.7741728,-80.19362,"Miami, FL, United States of America",,,Miami,,,,,Miami,Miami-Dade County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
174,Santander,Spain,43.4620412,-3.8099719,"Santander, CB, Spain",,,,,,,,Santander,,Cantabria,CB,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
175,London,United Kingdom,51.5074456,-0.1277653,"London, ENG, United Kingdom",,,London,,,,,London,Greater London,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
176,Gatchina,Russian Federation,59.5706273,30.1305083,"Gatchina, Leningrad oblast, Russia, 188309",,,Gatchina,,,188309,,Gatchina,Gatchinsky District,Leningrad oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
177,Davis,United States,38.5435526,-121.739005,"Davis, CA, United States of America",,,,,,,,Davis,Yolo County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
178,Lappeenranta,Finland,61.0583713,28.1862742,"Lappeenranta, Mainland Finland, Finland",,,,,,,,Lappeenranta,South Karelia,Mainland Finland,,Finland,fi,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
179,Kars,Turkey,40.6076749,43.0948497,"Kars Merkez, Eastern Anatolia Region, Turkey",,,,,,,,Kars Merkez,Kars,Eastern Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
180,Bengaluru,India,12.9767936,77.590082,"Bengaluru, KA, India",,,,,,,,Bengaluru,Bangalore North,Karnataka,KA,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
181,Batavia,United States,40.9940985,-92.1674331,"Batavia, IA, United States of America",,,,,,,,Batavia,Jefferson County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
182,Warsaw,Poland,52.2319581,21.0067249,"Warsaw, Masovian Voivodeship, Poland",,,,,,,,Warsaw,,Masovian Voivodeship,,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
183,Antwerpen,Belgium,51.2211097,4.3997081,"Antwerp, Belgium",,,,,,,,Antwerp,Antwerp,Antwerp,,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
184,Mexico City,Mexico,19.4326296,-99.1331785,"Mexico City, Mexico",,,,,,,,Mexico City,,,,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
185,Providence,United States,41.8239891,-71.4128343,"Providence, RI, United States of America",,,,,,,,Providence,Providence County,Rhode Island,RI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
186,Waco,United States,31.5491899,-97.1474628,"Waco, TX, United States of America",,,,,,,,Waco,McLennan County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
187,San Cristobal de La Laguna,Spain,28.4857715,-16.3159422,"San Cristóbal de La Laguna, Spain",,,,,TF,,,San Cristóbal de La Laguna,Santa Cruz de Tenerife,,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
188,University,United States,37.936437,-88.6094993,"University (University), IL, United States of America",,,University,,,,,University,Hamilton County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
189,Melbourne,United States,28.106471,-80.6371513,"Melbourne, FL, United States of America",,,,,,,,Melbourne,Brevard County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
190,Giza,Egypt,29.9870753,31.2118063,"Giza, 12524, Egypt",,,Giza,,,12524,,Giza,,Giza,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
191,Detroit,United States,42.3315509,-83.0466403,"Detroit, MI, United States of America",,,,,,,,Detroit,Wayne County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
192,Izmir,Turkey,38.4237433,27.1428019,"35240 Konak (Izmir), Turkey",,,Izmir,,,35240,,Izmir,Izmir,Aegean Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
193,Mersin,Turkey,36.7978381,34.6298391,"33060 Akdeniz (Mersin), Turkey",,,Mersin,,,33060,,Mersin,Mersin,Mediterranean Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
194,Ithaca,United States,42.4396039,-76.4968019,"Ithaca, NY, United States of America",,,,,,,,Ithaca,Tompkins County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
195,Evanston,United States,42.0470043,-87.6846053,"Evanston, IL, United States of America",,,,,,,,Evanston,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
196,Gwangju,South Korea,35.1594647,126.8515034,"Gwangju, South Korea",,,,,,,,Gwangju,,,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
197,Oviedo,Spain,43.3618625,-5.8483581,"Oviedo, AS, Spain",,,,,O,,,Oviedo,Asturias,Asturias,AS,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
198,Porto Alegre,Brazil,-30.0324999,-51.2303767,"Porto Alegre, RS, Brazil",,,,,,,,Porto Alegre,Metropolitan Region of Porto Alegre,Rio Grande do Sul,RS,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
199,Orem,United States,40.2981599,-111.6944313,"Orem, UT, United States of America",,,,,,,,Orem,Utah County,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
200,Sao Paulo,Brazil,-23.5506507,-46.6333824,"São Paulo, SP, Brazil",,,,,,,,São Paulo,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
201,Bebek,Turkey,37.5326,38.258884,"Bebek, Adıyaman, Southeastern Anatolia Region, Turkey",,,Bebek,,,,,Adıyaman,Adıyaman,Southeastern Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
202,Taipei,Taiwan,25.0375198,121.5636796,"Taipei, Taiwan",,,,,,,,Taipei,,,,Taiwan,tw,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
203,Dublin,Ireland,53.3493795,-6.2605593,"Dublin, L, Ireland",,,,,D,,,Dublin,County Dublin,Leinster,L,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
204,Ioannina,Greece,39.6639818,20.8522784,"Ioannina, Epirus and Western Macedonia, Greece",,,Ioannina,,,,,Ioannina,Ioannina Regional Unit,Epirus and Western Macedonia,,Greece,gr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
205,Jeddah,Saudi Arabia,21.5810088,39.1653612,"Jeddah 23434, Saudi Arabia",,,Jeddah,,,23434,,Jeddah,Governorate of Jidda,Makkah Region,,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
206,Ankara,Turkey,39.9207759,32.8540497,"06420 Çankaya (Ankara), Turkey",,,Ankara,,,06420,,Ankara,Ankara,Central Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
207,Nashville,United States,36.1622767,-86.7742984,"Nashville, TN, United States of America",,,,,,,,Nashville,Davidson County,Tennessee,TN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
208,Vercelli,Italy,45.3251557,8.4227666,"13100 Vercelli, Italy",,,,,VC,13100,,Vercelli,Vercelli,Piedmont,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
209,Columbus,United States,39.9622601,-83.0007065,"Columbus, OH, United States of America",,,,,,,,Columbus,Franklin County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
210,Siena,Italy,43.3185536,11.3316533,"Siena, Tuscany, Italy",,,,,SI,,,Siena,Siena,Tuscany,,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
211,Tallahassee,United States,30.4380832,-84.2809332,"Tallahassee, FL, United States of America",,,,,,,,Tallahassee,Leon County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
212,Santo Andre,Brazil,-23.6533509,-46.5279039,"Santo André, SP, Brazil",,,,,,,,Santo André,Região Metropolitana de São Paulo,São Paulo,SP,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
213,Zagreb,Croatia,45.8130967,15.9772795,"City of Zagreb, Croatia",,,,,,,,City of Zagreb,,,,Croatia,hr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
214,Louvain-la-Neuve,Belgium,50.6682012,4.6128839,"1348 Louvain-la-Neuve, Belgium",,,,,,1348,,Louvain-la-Neuve,Nivelles,Walloon Brabant,,Belgium,be,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
215,Manhattan,United States,39.1836082,-96.5716694,"Manhattan, KS, United States of America",,,,,,,,Manhattan,Riley County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
216,Dolgoprudny,Russian Federation,55.9341491,37.5142417,"Dolgoprudny, Moscow Oblast, Russia",,,Dolgoprudny,,,,,Dolgoprudny,Dolgoprudny,Moscow Oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
217,Boulder,United States,40.0149856,-105.270545,"Boulder, CO, United States of America",,,,,,,,Boulder,Boulder County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
218,Yazd,Iran,31.8565792,54.3296297,"بخش مرکزی شهرستان یزد, Yazd, Yazd Province, Iran",بخش مرکزی شهرستان یزد,,,,,,,Yazd,Yazd County,Yazd Province,,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
219,,Switzerland,46.7985624,8.2319736,Switzerland,,,,,,,,,,,,Switzerland,ch,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
220,Khon Kaen,Thailand,16.4303916,102.8355904,"Khon Kaen, Khon Kaen Province 40000, Thailand",,,Khon Kaen,,,40000,,Khon Kaen,,Khon Kaen Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
221,Uppsala,Sweden,59.8586126,17.6387436,"753 20 Uppsala, Sweden",,,Uppsala,,,753 20,,Uppsala,Uppsala County,,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
222,Stockholm,Sweden,59.3251172,18.0710935,"Stockholm, Sweden",,,,,,,,Stockholm,Stockholm County,,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
223,6th October,Egypt,29.9435383,30.9091724,"6th district, 6th of October, Giza, Egypt",,,6th district,,,12566,6th district,6th of October,,Giza,,Egypt,eg,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
224,Karaman,Turkey,37.1808502,33.2194554,"Karaman, Central Anatolia Region, Turkey",,,,,,,,Karaman,Karaman,Central Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
225,Hermosillo,Mexico,29.0948207,-110.9692202,"83140 Hermosillo, SON, Mexico",,,Hermosillo,,,83140,,Hermosillo,Hermosillo,Sonora,SON,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
226,Helwan,Egypt,29.8500001,31.333333,"Helwan, Cairo, 11421, Egypt",,,Helwan,,,11421,,Cairo,,Cairo,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
227,Saint Paul,United States,44.9497487,-93.0931028,"Saint Paul, MN, United States of America",,,,,,,,Saint Paul,Ramsey County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
228,Santa Clara,United States,37.3541132,-121.955174,"Santa Clara, CA, United States of America",,,,,,,,Santa Clara,Santa Clara County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
229,Tha Sala,Thailand,14.7887884,100.6762989,"Tha Sala, Lop Buri Province 15000, Thailand",,,Tha Sala,,,15000,,Tha Sala,,Lop Buri Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
230,Songkla,Thailand,6.8790221,100.5498542,"Songkhla Province, Thailand",,,,,,,,,,Songkhla Province,,Thailand,th,0.354375,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
231,Nontaburi,Thailand,13.8428962,100.4937886,"Nonthaburi City Municipality, Nonthaburi Province 11000, Thailand",,,,,,11000,,Nonthaburi City Municipality,Mueang Nonthaburi District,Nonthaburi Province,,Thailand,th,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
232,Saarbrucken,Germany,49.234362,6.996379,"Saarbrücken, SL, Germany",,,,,,,,Saarbrücken,Regionalverband Saarbrücken,Saarland,SL,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
233,Thonburi,Thailand,13.732672,100.48997,"Thonburi, Bangkok, Thailand",,,,,,,,Thonburi,Thon Buri,Bangkok,,Thailand,th,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
234,Kamphaeng Saen,Thailand,14.0026158,99.990904,"Kamphaeng Saen, Nakhon Pathom Province 73140, Thailand",,,Kamphaeng Saen,,,73140,,Kamphaeng Saen,,Nakhon Pathom Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
